0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
2.5175569403397384,2.517563101734776,2.5175533254810794,2.5175435491318052,2.5175337726869547,2.517523996146523,2.51751421951051,2.5175044427789137,2.51749729384076,2.517490144851498,2.5174829958111284,2.517475846719649,2.51746869757706,2.5174615483833604,2.517454399138549
2.5164180729192642,2.5164252054713,2.5164323379724625,2.516439470422752,2.516446602822171,2.516453735170719,2.5164608674683966,2.5164679997152053,2.516480371994009,2.516492744119741,2.516505116092406,2.5165174879120067,2.516529867243351,2.5165422467015044,2.516554602452464
2.5168410121778604,2.5168481483999043,2.516855284571023,2.5168624206912162,2.5168695567604864,2.5168766927788333,2.516883828746258,2.5168909646627604,2.5169020443170083,2.516913123848499,2.516924203257235,2.5169352825432187,2.516946362651115,2.5169574436129807,2.5169685196646863
2.5169972159302847,2.5170043532672834,2.5170114905533407,2.5170021388710344,2.516992372775746,2.5169826065850804,2.516972840299035,2.516963073917609,2.5169559367548797,2.5169487995412116,2.5169416622766025,2.5169345249610533,2.516927387594562,2.5169202501771286,2.516913112708752
2.516636369029762,2.516643505645831,2.51665064221097,2.516657778725178,2.5166649151884566,2.5166720516008065,2.5166791879622283,2.5166863242727233,2.5166960741964903,2.5167058240251974,2.5167155737588462,2.5167253233974387,2.516735072940977,2.5167448245101864,2.5167545717428963
2.5168109412564332,2.51680118966187,2.5167914379722114,2.5167816861874566,2.5167719343076036,2.5167621823326503,2.516752430262595,2.5167426780974367,2.5167355398851634,2.5167284016219353,2.516721263307753,2.516714124942614,2.5167069865265184,2.516699848059466,2.516692709541455
2.51677412148822,2.516761725267052,2.5167493288922147,2.5167369323637057,2.516724535681521,2.5167121388456573,2.5166997418561086,2.516687344712874,2.516680206631224,2.5166730684986214,2.516665930315066,2.5166587920805554,2.5166516537950914,2.5166445154586707,2.5166373770712944
2.516734814502138,2.516725047975038,2.5167152813525515,2.516705514634677,2.5166957478214136,2.516685980912758,2.516676213908709,2.5166664468092645,2.5166593091218026,2.516652171383393,2.5166450335940356,2.51663789575373,2.516630757862475,2.5166236199202707,2.5166164819271155
2.5165880538039436,2.51659519061626,2.516602327377643,2.5166094640880927,2.5166166007476103,2.516623737356196,2.516630873913851,2.5166380104205763,2.516646461558865,2.5166549126257323,2.5166633636211797,2.5166718145452087,2.5166802653978197,2.5166887162894938,2.5166971668887945
2.516698366972402,2.5167055045721614,2.5167126421209765,2.5167197796188465,2.5167269170657733,2.5167295158704635,2.5167210639489763,2.5167126119560534,2.5167054745962654,2.516698337185535,2.5166911997238612,2.516684062211244,2.5166769246476823,2.5166697870331753,2.5166626493677224
2.5159053423265245,2.515894261169319,2.5158831798893195,2.5158720984865237,2.5158610169609292,2.5158499353125334,2.515838853541333,2.515827771647326,2.515820633894169,2.515813496090063,2.515806358235009,2.515799220329006,2.515792082372053,2.5157849443641487,2.515777806305293
2.516229811652254,2.5162369459079477,2.516244080112744,2.5162512142666436,2.516258348369648,2.5162654824217565,2.516272616422971,2.5162797503732923,2.516289512718235,2.5162992749678756,2.5163090371222157,2.5163143103518237,2.5163071604207974,2.5163000104386493,2.516292860405379
2.5161726491056227,2.5161797832300565,2.5161869173035947,2.5161940513262384,2.516201185297988,2.516208319218845,2.516215453088809,2.5162225869078814,2.5162310348634147,2.5162394827475802,2.5162479305603798,2.516256378301814,2.5162648259718847,2.516273273667178,2.5162817210979402
2.515401711718337,2.515391933404982,2.5153821549960114,2.5153723764914213,2.515362597891212,2.5153528191953805,2.515343040403925,2.5153332615168447,2.5153261110025156,2.5153189604370567,2.5153118098204663,2.515304659152745,2.5152975084338904,2.5152903576639036,2.5152832068427817
2.5156124002072384,2.5156026262932727,2.5155928522837754,2.5155830781787474,2.5155733039781834,2.515563529682085,2.5155537552904486,2.515543980803272,2.5155368335063257,2.515529686158296,2.515522538759181,2.51551539130898,2.515508243807693,2.515501096255319,2.5154939486518564
2.5156859347815916,2.5156930654340823,2.515700196035727,2.5157073265865266,2.515714457086482,2.515721587535593,2.5157190242697633,2.515709251398102,2.515702105282485,2.5156949591158004,2.5156878128980478,2.5156806666292257,2.5156735203093343,2.5156663739383727,2.5156592275163403
2.5154356045263815,2.5154258317795684,2.515416058937248,2.5154062859994184,2.515396512966077,2.515386739837223,2.5153769666128536,2.5153671932929678,2.5153600468495902,2.5153529003551407,2.5153457538096187,2.515338607213023,2.515331460565353,2.5153243138666084,2.515317167116788
2.514703848893239,2.514710978040398,2.5147181071367326,2.514725236182243,2.5147323651769304,2.514739494120796,2.5147466230138398,2.514753751856063,2.5147621939179423,2.5147706359085538,2.5147790778278987,2.514787519675978,2.5147959614527933,2.514804403529901,2.514812844792636
