0,1,2
2.957999931230443,2.957981535411549,2.957981535411549
2.9570448013181143,2.9570448013181143,2.957081479751993
2.95730198359312,2.95730198359312,2.9573295886052717
2.957292764712273,2.9572743589190926,2.9572743589190926
2.9568975299747016,2.9568975299747016,2.9569158246973153
2.957072052831028,2.957053753902693,2.957053753902693
2.957035238877333,2.9569984235681206,2.9569984235681206
2.9567963813665354,2.9567779742201794,2.95677797422018
2.956704390746332,2.956704390746332,2.9567135930934563
2.9567597141441517,2.9567597141441517,2.956768917506578
2.9557855500243506,2.955757939431874,2.955757939431874
2.956272713656156,2.9562543158086165,2.9562543158086165
2.956033982384518,2.956033982384518,2.9560431812659775
2.955262267454872,2.9552438675802533,2.9552438675802533
2.9554186763084194,2.95540028471259,2.95540028471259
2.9554922721956074,2.9554922721956074,2.955510661089854
2.9550424882096245,2.9550240988101493,2.9550240988101497
2.9544551477152745,2.9544551477152745,2.954464340179205
2.9548224711066817,2.9548132748446556,2.9548132748446556
2.9541519411349944,2.9541519411349944,2.9541703330690807
2.9538487223426086,2.953839632720302,2.9538396327203014
2.9537663709125486,2.9537663709125486,2.9537939589405284
2.9537846285776146,2.953766232927922,2.953766232927922
2.9531141585309424,2.9531141585309424,2.9531324428357886
2.9530957929039925,2.9530957929039925,2.9531049933068387
2.9523881703809924,2.952369765940789,2.952369765940789
2.9527649605324218,2.9527649605324218,2.952774158568772
2.952709988868526,2.952709988868526,2.952719187243305
2.9520302518826154,2.9520210530857742,2.9520210530857742
2.952076332002822,2.952076332002822,2.9520855274212265
2.951791664524141,2.951791664524141,2.9518192548325874
2.9519203102441045,2.9519111114472634,2.9519111114472634
2.951607899998917,2.951580414883173,2.951580414883173
2.9515161974362325,2.951507000835909,2.951507000835909
2.9513785248218585,2.9513785248218585,2.9513969154050046
2.951139629407727,2.951139629407727,2.951158022354645
2.9510478507419853,2.9510478507419853,2.951066247068502
2.950726302200513,2.950726302200513,2.9507447010615366
2.9508639690836627,2.9508639690836627,2.950882372171088
2.950560733937768,2.950551531928356,2.950551531928356
2.9507353760078394,2.9507353760078394,2.950735376177127
2.9504046041811147,2.9504046041811147,2.9504138044993145
2.9502023700375966,2.9502023700375966,2.9502115718776576
2.949660230386034,2.949660230386034,2.949678637364997
2.9495221658508193,2.949503752272646,2.949503752272646
2.9497246537672708,2.9496878364289296,2.9496878364289296
2.9497429548862675,2.949742954716839,2.949742954716839
2.9497153425995783,2.9497153425995783,2.9497337509318915
2.9496877292115546,2.949669430283219,2.9496694302832194
2.94962330178511,2.949604893791658,2.949604893791658
2.949191385924611,2.94918218230908,2.94918218230908
2.9494212935197486,2.9494212935197486,2.949430385396283
2.9487865520932344,2.9487681493444766,2.9487681493444766
2.9484384060671833,2.9484384060671833,2.948851596187592
2.9487322418135835,2.9487322418135835,2.948879237462456
2.948723044453007,2.948723044453007,2.9488149973955924
2.948612724669689,2.948502553565968,2.9485025535659686
2.94848422240587,2.948236235817553,2.948236235817553
2.9476484669419487,2.947602594686756,2.947602594686756
2.947061423195106,2.947024655874247,2.947024655874247
2.9475663823995815,2.947548008520675,2.9475480085206747
2.947566384425178,2.947566384425178,2.9475663851003273
2.947181184452536,2.947153624267159,2.947153624267159
2.9470344091606817,2.9470344091606817,2.9470527789953143
2.9469151942707428,2.9469151942707428,2.946942753446419
2.946529741214059,2.946529741214059,2.946548116610279
2.946428943352495,2.946428943352495,2.9464473236399873
2.9465022434782218,2.9465022434782218,2.946538901037586
2.946529704602304,2.9465113200969393,2.9465113200969397
2.946070774202432,2.946070774202432,2.946098350073284
2.945997297059106,2.945978908841137,2.945978908841137
2.9460341056890607,2.945997335668355,2.945997335668355
2.9447948486647046,2.9447948486647046,2.944813232663098
2.9452354767635005,2.945226278811753,2.945226278811753
2.944960133037215,2.9449417392465205,2.9449417392465205
2.9449692745346456,2.944960079369901,2.944960079369901
2.9447489508522176,2.9447213681448656,2.9447213681448656
2.9449050482853556,2.9448958553999045,2.9448958553999045
2.9449050481163375,2.9448774697135085,2.9448774697135085
2.9448223126542783,2.9448223126542783,2.944831505539729
2.9447214070928673,2.9447214070928673,2.9447397934553523
2.944601996541358,2.944601996541358,2.9446203840851113
2.9445834865581575,2.94455601229407,2.9445560122940706
2.944308230766121,2.944308230766121,2.9443357032620225
2.9440417740545413,2.9440417740545413,2.9440692508389867
2.943839737733426,2.943839737733426,2.9438581325391713
2.944050969886176,2.944050969886176,2.944060169028539
2.9437479445494055,2.9437479445494055,2.9437754329461003
2.9437020349468446,2.943683633550616,2.943683633550616
2.943371071770723,2.9433618720439987,2.9433618720439987
2.942912045179694,2.942912045179694,2.942930330996093
2.942562881362657,2.9425444799664286,2.9425444799664286
2.9417639127648654,2.9417639127648654,2.9417915051003733
2.941892468469148,2.9418832657832787,2.9418832657832783
2.9414972310888725,2.941478939558349,2.941478939558349
2.941653542745592,2.941653542745592,2.9416810260917536
2.941561664704155,2.941552466413986,2.9415524664139854
2.9408636462873665,2.9408452514816212,2.9408452514816212
2.9409005568732693,2.9409005568732693,2.9409097506874082
2.9407170752481377,2.9407170752481377,2.940735466000392
2.9408181148834482,2.9408089178612253,2.9408089178612253
2.9403312433884206,2.9403128502723503,2.9403128502723503
2.9403038670562154,2.9402854788382466,2.9402854788382466
2.940404812328002,2.940404812328002,2.940432390477311
2.940239561376972,2.940239561376972,2.940257947063366
2.939551029062913,2.939551029062913,2.939578609998185
2.9395418558321516,2.939523461364769,2.939523461364769
2.9394408766510964,2.9394316813172465,2.9394316813172465
2.939193128271242,2.939193128271242,2.9392115159840473
2.938642040538878,2.9386420405388773,2.938669517828653
2.939000179604062,2.9389818910982837,2.9389818910982832
2.9389817797257174,2.9389450942145574,2.9389450942145574
2.938935790395419,2.938935790395419,2.9389633862782465
2.9386970628377465,2.9386970628377465,2.9387246592282716
2.9385408577796923,2.938522457735795,2.9385224577357945
2.9375856964443137,2.9375856964443137,2.93761318256834
2.9377600785433104,2.9377600785433104,2.9377691725924877
2.9376771070921155,2.9376771070921155,2.9377047230159845
2.9371530846821736,2.9371439877056083,2.9371439877056083
2.936831554576056,2.9368040540511062,2.9368040540511062
2.936491778327005,2.936491778327005,2.9365193792816053
2.9362252734551193,2.9362252734551193,2.9362528832882977
2.9361791911322017,2.9361515731775043,2.9361515731775043
2.9356830798012554,2.9356646711320864,2.9356646711320864
2.9356923381746274,2.9356740452996744,2.9356740452996744
2.935839363406148,2.935839363406148,2.935857762774962
2.935389235939136,2.935389235939136,2.9353984356658605
2.935067694348678,2.935067694348678,2.9350768961887397
2.9351870920704948,2.9351778876935506,2.93517788769355
2.9346632607900363,2.934635650197559,2.934635650197559
2.9349481874953676,2.9349389866702724,2.934938986670273
2.9347002046187227,2.934672602651358,2.934672602651358
2.9345164564611963,2.934498057430912,2.9344980574309125
2.933790697309009,2.9337814991880538,2.9337814991880538
2.9338094014866503,2.9338094014866503,2.9338276800838856
2.933956184252955,2.9339469883281946,2.9339469883281946
2.9338828356355435,2.933855249129678,2.933855249129678
2.93356135385578,2.93356135385578,2.933588938842718
2.933726655554247,2.933708262269022,2.933708262269022
2.933708262945648,2.9336898699987297,2.9336898699987297
2.933542945579832,2.9335245529712077,2.9335245529712077
2.9334236388126755,2.9334236388126755,2.933432724844866
2.9332764937337132,2.9332764937337132,2.9332948865114834
2.9333407568962477,2.933331559366485,2.933331559366485
2.9333131686211664,2.9333131686211664,2.9333223658125633
2.9333499551873934,2.9333407577422244,2.9333407577422244
2.9332030218111904,2.9332030218111904,2.9332398110843183
2.9331663351149166,2.933157137163169,2.933157137163169
2.932605963032723,2.9325783712047637,2.9325783712047637
2.932652100285478,2.932652100285478,2.9327715126084355
2.9327255410068367,2.9327255410068367,2.9328083001681926
2.932679658522112,2.9325694315798327,2.9325694315798327
2.932725541006837,2.932725541006837,2.932734737186791
2.932560254805193,2.9325051990957514,2.932505199095752
2.9326245201954078,2.9326245201954078,2.932642907062982
2.9325601661165455,2.9325601661165455,2.93257855315316
2.9324868341644685,2.9324868341644685,2.9325052218772742
2.93246833582046,2.93246833582046,2.9325051129326662
2.9324223590618423,2.932413273863092,2.932413273863092
2.932266284329282,2.932266284329282,2.9322754784805323
2.9321652432722227,2.9321652432722227,2.932174438352417
2.9319816385113193,2.931963246577233,2.931963246577233
2.9319449013720638,2.9319449013720638,2.931963290604468
2.9318348810465107,2.9318348810465107,2.9318440764649156
2.9316879517198697,2.9316695591112456,2.9316695591112456
2.9314123266019174,2.931375655912965,2.9313756559129645
2.9315869650310873,2.9315869650310873,2.931605242454997
2.931228868685561,2.931228868685561,2.931247145772437
2.931145990961672,2.931145990961672,2.931173575694969
2.9311368920173133,2.9311094132114355,2.931109413211435
2.9310724245702695,2.931044948035475,2.931044948035475
2.9306685043124903,2.93064092034009,2.93064092034009
2.930696187612691,2.930696187612691,2.9307236555688867
2.930668600195894,2.9306502134973567,2.9306502134973567
2.930209512524285,2.930191127175919,2.930191127175919
2.930191245774166,2.930191245774166,2.930200326636124
2.930338081390317,2.9303196984037707,2.9303196984037707
2.93028292888238,2.9302645458958336,2.9302645458958336
2.9301544772867483,2.9301544772867483,2.9301820508795204
2.93008115946009,2.93008115946009,2.9300994336949677
2.929713796122583,2.929713796122583,2.92975045637371
2.9296035437199195,2.9296035437199195,2.9296127382093116
2.929732273596555,2.929732273596555,2.9297506656997747
2.9297507750124527,2.929732382572971,2.929732382572971
2.9295393668052103,2.9295118879993325,2.9295118879993325
2.9286946521720516,2.9286946521720516,2.928713042416991
2.9289792841131064,2.9289792841131064,2.9289976829741295
2.9290159699450387,2.928997569393285,2.9289975693932844
2.9289609868363256,2.9289517868566968,2.9289517868566968
2.928979284113107,2.928979284113107,2.9290068825315845
2.9274451691877967,2.9274451691877967,2.9274635682180805
2.9281896142670414,2.9281896142670414,2.9282171243979778
2.9281527876151885,2.9281527876151885,2.928171091421213
2.927637745276214,2.9276377452762135,2.9276469522772173
2.9274444129850985,2.9274168942491956,2.9274168942491956
2.9266539492977572,2.9266263275348314,2.9266263275348314
2.9265164642832633,2.9265164642832633,2.9265440718327467
2.925735053507165,2.925735053507165,2.9257534643772938
2.925955600862768,2.925937179832354,2.925937179832354
2.925854482413556,2.925854482413556,2.925891208070219
2.9250543059939242,2.9250543059939242,2.925072726008411
2.924106444819306,2.924106444819306,2.9241248734778007
2.924391488823117,2.924391488823117,2.9244099305478715
2.9245295862237928,2.924520363364937,2.9245203633649375
2.923875891495959,2.923857446713872,2.923857446713872
2.9235629498445443,2.923544621265026,2.9235446212650253
2.923710352440381,2.9237011362873617,2.9237011362873613
2.9224679527963198,2.9224679527963198,2.9224771681010537
