date_gmt,open_bid,high_bid,low_bid,close_bid,open_ask,high_ask,low_ask,close_ask,volume
2024-01-01 22:00:00,1.10427,1.10434,1.1042,1.1043,1.10481,1.10491,1.10467,1.1047,157
2024-01-01 22:30:00,1.10431,1.10447,1.10423,1.10438,1.1047,1.1047,1.10445,1.10453,223
2024-01-01 23:00:00,1.10446,1.10446,1.1037,1.10376,1.10453,1.10454,1.10375,1.10379,660
2024-01-01 23:30:00,1.10376,1.10383,1.10356,1.10365,1.1038,1.10386,1.1036,1.10369,584
2024-01-02 00:00:00,1.10366,1.1038,1.10342,1.10346,1.1037,1.10382,1.10345,1.10351,792
2024-01-02 00:30:00,1.10346,1.10383,1.10345,1.10381,1.10349,1.10385,1.10348,1.10385,640
2024-01-02 01:00:00,1.1038,1.10432,1.10375,1.10393,1.10383,1.10435,1.10379,1.10397,1365
2024-01-02 01:30:00,1.10394,1.10399,1.10342,1.10348,1.10397,1.10403,1.10344,1.1035,1205
2024-01-02 02:00:00,1.10347,1.10359,1.10262,1.10262,1.1035,1.1036,1.10264,1.10264,893
2024-01-02 02:30:00,1.10265,1.10268,1.10182,1.10187,1.10266,1.10269,1.10185,1.1019,1608
2024-01-02 03:00:00,1.10187,1.1024,1.10176,1.10213,1.10191,1.10242,1.10179,1.10216,1050
2024-01-02 03:30:00,1.10216,1.10247,1.10206,1.10245,1.10217,1.10251,1.10209,1.10247,756
2024-01-02 04:00:00,1.10245,1.1025,1.10192,1.10192,1.10248,1.10252,1.10194,1.10195,687
2024-01-02 04:30:00,1.10194,1.10211,1.10165,1.10208,1.10196,1.10214,1.10168,1.10211,1051
2024-01-02 05:00:00,1.10208,1.10281,1.10208,1.10265,1.10213,1.10285,1.10211,1.10268,923
2024-01-02 05:30:00,1.10265,1.10335,1.10265,1.10333,1.10267,1.1034,1.10267,1.10337,960
2024-01-02 06:00:00,1.10334,1.10342,1.103,1.1032,1.10338,1.10345,1.10303,1.10322,848
2024-01-02 06:30:00,1.1032,1.10351,1.10268,1.10286,1.10323,1.10354,1.10271,1.10289,1147
2024-01-02 07:00:00,1.10286,1.10377,1.10245,1.10372,1.10288,1.10378,1.10249,1.10374,2146
2024-01-02 07:30:00,1.10371,1.1038,1.10151,1.10153,1.10373,1.10382,1.10154,1.10157,3536
2024-01-02 08:00:00,1.10156,1.10387,1.10156,1.10288,1.10158,1.1039,1.10158,1.10292,3999
2024-01-02 08:30:00,1.10288,1.10329,1.10253,1.10295,1.10291,1.10332,1.10256,1.10299,3131
2024-01-02 09:00:00,1.10296,1.10378,1.10289,1.10332,1.10299,1.10382,1.10292,1.10335,2769
2024-01-02 09:30:00,1.10332,1.10351,1.10107,1.1015,1.10334,1.10353,1.1011,1.10152,2755
2024-01-02 10:00:00,1.10149,1.1017,1.0997,1.10039,1.1015,1.10172,1.09973,1.10041,3025
2024-01-02 10:30:00,1.10038,1.10111,1.10028,1.10075,1.10039,1.10114,1.1003,1.10077,2601
2024-01-02 11:00:00,1.10075,1.10077,1.09784,1.09804,1.10078,1.10079,1.09787,1.09807,3896
2024-01-02 11:30:00,1.09803,1.09803,1.09665,1.0969,1.09805,1.09805,1.09668,1.09693,3257
2024-01-02 12:00:00,1.09691,1.09717,1.09613,1.09655,1.09693,1.0972,1.09615,1.09658,2123
2024-01-02 12:30:00,1.09654,1.0968,1.09537,1.09537,1.09658,1.09682,1.09539,1.0954,2933
2024-01-02 13:00:00,1.09538,1.09621,1.0952,1.09579,1.0954,1.09623,1.09521,1.09581,3601
2024-01-02 13:30:00,1.0958,1.0965,1.09494,1.09527,1.09582,1.09651,1.09495,1.09528,3686
2024-01-02 14:00:00,1.09526,1.09573,1.09448,1.0952,1.09528,1.09576,1.0945,1.09522,3748
2024-01-02 14:30:00,1.09518,1.09639,1.09512,1.09631,1.0952,1.09642,1.09514,1.09633,5907
2024-01-02 15:00:00,1.09631,1.09682,1.09532,1.09594,1.09634,1.09684,1.09533,1.09597,5644
2024-01-02 15:30:00,1.09594,1.09594,1.0941,1.09435,1.09596,1.09596,1.09412,1.09436,5204
2024-01-02 16:00:00,1.09436,1.09616,1.09408,1.09578,1.09437,1.09619,1.0941,1.09581,3266
2024-01-02 16:30:00,1.09577,1.09578,1.09445,1.09564,1.09579,1.09581,1.09446,1.09566,2509
2024-01-02 17:00:00,1.09565,1.09575,1.09459,1.09533,1.09567,1.09577,1.09462,1.09537,2198
2024-01-02 17:30:00,1.09532,1.09559,1.09467,1.09504,1.09536,1.09562,1.0947,1.09507,2093
2024-01-02 18:00:00,1.09504,1.09558,1.09477,1.09543,1.09506,1.09562,1.09479,1.09547,1427
2024-01-02 18:30:00,1.09543,1.09549,1.09462,1.09467,1.09548,1.09552,1.09465,1.0947,1712
2024-01-02 19:00:00,1.09466,1.09498,1.09429,1.09495,1.0947,1.095,1.0943,1.09497,1451
2024-01-02 19:30:00,1.09493,1.09501,1.0945,1.09465,1.09496,1.09503,1.09452,1.09468,1324
2024-01-02 20:00:00,1.09465,1.09511,1.09456,1.09459,1.09467,1.09514,1.09458,1.09462,1252
