Gmt time,Open,High,Low,Close,Volume
10.05.2022 10:30:00.000,1.05442,1.05512,1.05432,1.05467,2956500015.2588
10.05.2022 10:45:00.000,1.05467,1.05538,1.05386,1.05535,3577080001.8313003
10.05.2022 11:00:00.000,1.05535,1.05570,1.05471,1.05570,2623019981.3842998
10.05.2022 11:15:00.000,1.05569,1.05627,1.05553,1.05611,2895159950.2563996
10.05.2022 11:30:00.000,1.05612,1.05669,1.05573,1.05575,2202939990.9974003
10.05.2022 11:45:00.000,1.05574,1.05634,1.05503,1.05535,2953059989.9291
10.05.2022 12:00:00.000,1.05533,1.05564,1.05489,1.05546,2212660003.6621
10.05.2022 12:15:00.000,1.05547,1.05601,1.05488,1.05572,2636159965.5151
10.05.2022 12:30:00.000,1.05572,1.05615,1.05514,1.05540,2604650009.1554
10.05.2022 12:45:00.000,1.05541,1.05560,1.05485,1.05519,3289649986.2671003
10.05.2022 13:00:00.000,1.05519,1.05752,1.05508,1.05658,3961759971.618601
10.05.2022 13:15:00.000,1.05657,1.05665,1.05531,1.05587,2992760009.7655005
10.05.2022 13:30:00.000,1.05587,1.05618,1.05453,1.05453,5075059951.7822
10.05.2022 13:45:00.000,1.05453,1.05566,1.05415,1.05441,5811260009.7657
10.05.2022 14:00:00.000,1.05442,1.05538,1.05355,1.05479,8792239959.716799
10.05.2022 14:15:00.000,1.05478,1.05515,1.05354,1.05403,6499780036.926399
10.05.2022 14:30:00.000,1.05406,1.05430,1.05322,1.05381,6413449920.654399
10.05.2022 14:45:00.000,1.05381,1.05484,1.05277,1.05413,5033399948.1203
10.05.2022 15:00:00.000,1.05411,1.05454,1.05255,1.05305,4426300003.0516
10.05.2022 15:15:00.000,1.05307,1.05415,1.05285,1.05373,3966200012.2069
10.05.2022 15:30:00.000,1.05376,1.05470,1.05339,1.05423,3871810043.3350005
10.05.2022 15:45:00.000,1.05423,1.05432,1.05294,1.05311,3488290016.1746
10.05.2022 16:00:00.000,1.05312,1.05446,1.05266,1.05401,6972479995.727699
10.05.2022 16:15:00.000,1.05400,1.05445,1.05371,1.05416,3506429985.0464
10.05.2022 16:30:00.000,1.05415,1.05431,1.05351,1.05412,3331780021.6675
10.05.2022 16:45:00.000,1.05413,1.05470,1.05340,1.05340,2995560012.8174
10.05.2022 17:00:00.000,1.05340,1.05379,1.05290,1.05314,4442039970.3979
10.05.2022 17:15:00.000,1.05316,1.05328,1.05266,1.05324,2638619979.8583
10.05.2022 17:30:00.000,1.05325,1.05366,1.05287,1.05350,2624039985.6567
10.05.2022 17:45:00.000,1.05349,1.05416,1.05346,1.05376,1853420013.4278998
10.05.2022 18:00:00.000,1.05378,1.05402,1.05357,1.05375,1487159994.1253
10.05.2022 18:15:00.000,1.05374,1.05384,1.05321,1.05326,2725580009.4605002
10.05.2022 18:30:00.000,1.05325,1.05350,1.05278,1.05346,2225430019.3784
10.05.2022 18:45:00.000,1.05344,1.05354,1.05303,1.05309,2549009979.2481003
10.05.2022 19:00:00.000,1.05310,1.05388,1.05308,1.05358,1420769992.8283
10.05.2022 19:15:00.000,1.05357,1.05375,1.05322,1.05337,1027120006.5611999
10.05.2022 19:30:00.000,1.05338,1.05353,1.05291,1.05301,727770002.3651999
10.05.2022 19:45:00.000,1.05301,1.05358,1.05284,1.05357,607189996.7194
10.05.2022 20:00:00.000,1.05356,1.05359,1.05278,1.05287,321760000.7055999
10.05.2022 20:15:00.000,1.05287,1.05318,1.05287,1.05306,255999998.927
10.05.2022 20:30:00.000,1.05308,1.05317,1.05300,1.05303,410599998.71260005
10.05.2022 20:45:00.000,1.05306,1.05313,1.05282,1.05309,630279994.0109
10.05.2022 21:00:00.000,1.05314,1.05377,1.05310,1.05327,155130000.2337
10.05.2022 21:15:00.000,1.05326,1.05336,1.05301,1.05317,51060000.121599995
10.05.2022 21:30:00.000,1.05310,1.05329,1.05299,1.05317,920859995.365
10.05.2022 21:45:00.000,1.05317,1.05327,1.05306,1.05315,116279999.0176
10.05.2022 22:00:00.000,1.05319,1.05329,1.05303,1.05317,580420001.0299
10.05.2022 22:15:00.000,1.05316,1.05342,1.05310,1.05340,1121320003.5094001
10.05.2022 22:30:00.000,1.05341,1.05355,1.05336,1.05349,2152479997.9923
10.05.2022 22:45:00.000,1.05350,1.05352,1.05331,1.05335,1445529997.8257
10.05.2022 23:00:00.000,1.05338,1.05341,1.05323,1.05333,1134179997.4442
10.05.2022 23:15:00.000,1.05333,1.05348,1.05320,1.05348,794559999.8238001
10.05.2022 23:30:00.000,1.05348,1.05349,1.05299,1.05322,1378919967.6514
10.05.2022 23:45:00.000,1.05323,1.05324,1.05292,1.05294,1136470005.0354
11.05.2022 00:00:00.000,1.05293,1.05332,1.05273,1.05323,2650590011.5968003
11.05.2022 00:15:00.000,1.05325,1.05340,1.05313,1.05329,2607690010.0710006
11.05.2022 00:30:00.000,1.05329,1.05370,1.05326,1.05365,2856659996.0326996
11.05.2022 00:45:00.000,1.05363,1.05363,1.05315,1.05317,3285659980.774
11.05.2022 01:00:00.000,1.05318,1.05330,1.05264,1.05268,2234090042.1144996
11.05.2022 01:15:00.000,1.05273,1.05313,1.05259,1.05310,1507800010.6811
11.05.2022 01:30:00.000,1.05310,1.05321,1.05260,1.05301,2938199996.9480996
11.05.2022 01:45:00.000,1.05302,1.05350,1.05300,1.05338,2648310028.0762005
11.05.2022 02:00:00.000,1.05339,1.05381,1.05324,1.05370,2347409996.0325994
11.05.2022 02:15:00.000,1.05371,1.05380,1.05334,1.05345,1081409994.1255
11.05.2022 02:30:00.000,1.05345,1.05353,1.05304,1.05334,1269449981.6893
11.05.2022 02:45:00.000,1.05335,1.05350,1.05294,1.05349,1529130023.9564002
11.05.2022 03:00:00.000,1.05347,1.05369,1.05328,1.05360,1820490001.6782005
11.05.2022 03:15:00.000,1.05360,1.05386,1.05350,1.05380,557819999.6949
11.05.2022 03:30:00.000,1.05379,1.05379,1.05328,1.05343,792850000.3816
11.05.2022 03:45:00.000,1.05342,1.05393,1.05338,1.05369,1140210010.5285
11.05.2022 04:00:00.000,1.05367,1.05388,1.05343,1.05349,1202659996.0325003
11.05.2022 04:15:00.000,1.05350,1.05371,1.05341,1.05370,1349440002.4415998
11.05.2022 04:30:00.000,1.05371,1.05417,1.05353,1.05410,1170620002.7467
11.05.2022 04:45:00.000,1.05412,1.05435,1.05406,1.05414,879639994.0254
11.05.2022 05:00:00.000,1.05415,1.05441,1.05402,1.05441,789409999.8474998
11.05.2022 05:15:00.000,1.05441,1.05466,1.05436,1.05460,1826439998.6267998
11.05.2022 05:30:00.000,1.05459,1.05504,1.05453,1.05455,1774340003.9671004
11.05.2022 05:45:00.000,1.05456,1.05474,1.05395,1.05462,1789860004.4253001
11.05.2022 06:00:00.000,1.05461,1.05477,1.05388,1.05399,3251859970.0927
11.05.2022 06:15:00.000,1.05399,1.05494,1.05374,1.05446,3128490028.3814
11.05.2022 06:30:00.000,1.05445,1.05469,1.05402,1.05458,4161250038.1469007
11.05.2022 06:45:00.000,1.05458,1.05480,1.05400,1.05418,2510329990.3871
11.05.2022 07:00:00.000,1.05421,1.05583,1.05421,1.05578,4925590057.3729
11.05.2022 07:15:00.000,1.05577,1.05611,1.05456,1.05529,3896030029.2969
11.05.2022 07:30:00.000,1.05530,1.05562,1.05496,1.05550,3477419998.1692
11.05.2022 07:45:00.000,1.05547,1.05584,1.05485,1.05525,3340590026.8555
11.05.2022 08:00:00.000,1.05526,1.05633,1.05496,1.05575,5920669982.9102
11.05.2022 08:15:00.000,1.05576,1.05629,1.05537,1.05581,4112689987.1826997
11.05.2022 08:30:00.000,1.05580,1.05649,1.05520,1.05618,2506510009.7655005
11.05.2022 08:45:00.000,1.05618,1.05748,1.05607,1.05680,3639430015.5638003
11.05.2022 09:00:00.000,1.05680,1.05760,1.05668,1.05745,2862000000
11.05.2022 09:15:00.000,1.05744,1.05748,1.05591,1.05631,2068299995.4221
11.05.2022 09:30:00.000,1.05632,1.05645,1.05575,1.05596,2137479995.7274997
11.05.2022 09:45:00.000,1.05596,1.05644,1.05574,1.05636,2160530014.0381002
11.05.2022 10:00:00.000,1.05635,1.05676,1.05563,1.05568,2615780029.2967
11.05.2022 10:15:00.000,1.05569,1.05594,1.05557,1.05563,1455169982.9099998
11.05.2022 10:30:00.000,1.05563,1.05575,1.05500,1.05529,1404450000.7629
11.05.2022 10:45:00.000,1.05530,1.05554,1.05453,1.05465,1626210018.158
11.05.2022 11:00:00.000,1.05464,1.05551,1.05435,1.05540,2215170001.9838
11.05.2022 11:15:00.000,1.05540,1.05556,1.05455,1.05554,3026259979.248
11.05.2022 11:30:00.000,1.05553,1.05570,1.05454,1.05462,2444010009.7655997
11.05.2022 11:45:00.000,1.05463,1.05516,1.05447,1.05452,2272709999.0845
11.05.2022 12:00:00.000,1.05453,1.05565,1.05453,1.05535,1839690002.4416003
11.05.2022 12:15:00.000,1.05534,1.05539,1.05448,1.05503,3182360008.2397995
11.05.2022 12:30:00.000,1.05508,1.05508,1.05021,1.05299,20552310058.593697
11.05.2022 12:45:00.000,1.05297,1.05380,1.05109,1.05211,17623069885.254097
11.05.2022 13:00:00.000,1.05208,1.05591,1.05181,1.05470,8772989898.681799
11.05.2022 13:15:00.000,1.05468,1.05649,1.05409,1.05593,8283289947.509601
11.05.2022 13:30:00.000,1.05594,1.05701,1.05494,1.05677,9149580017.09
11.05.2022 13:45:00.000,1.05674,1.05775,1.05517,1.05607,11629640014.648602
11.05.2022 14:00:00.000,1.05609,1.05705,1.05514,1.05544,11094059997.5587
11.05.2022 14:15:00.000,1.05544,1.05668,1.05512,1.05665,10110360015.869299
11.05.2022 14:30:00.000,1.05663,1.05686,1.05551,1.05616,11128769989.0136
11.05.2022 14:45:00.000,1.05616,1.05671,1.05444,1.05485,9131290008.545002
11.05.2022 15:00:00.000,1.05486,1.05504,1.05407,1.05460,7437450103.7596
11.05.2022 15:15:00.000,1.05459,1.05552,1.05390,1.05489,7746780029.296801
11.05.2022 15:30:00.000,1.05489,1.05551,1.05457,1.05470,7218320007.3242
11.05.2022 15:45:00.000,1.05470,1.05483,1.05329,1.05376,3803200042.7245
11.05.2022 16:00:00.000,1.05375,1.05451,1.05327,1.05403,2652800018.3107
11.05.2022 16:15:00.000,1.05401,1.05457,1.05309,1.05317,3225809967.0408993
11.05.2022 16:30:00.000,1.05316,1.05400,1.05288,1.05396,3633430007.9344997
11.05.2022 16:45:00.000,1.05395,1.05436,1.05306,1.05308,2507999961.8533006
11.05.2022 17:00:00.000,1.05309,1.05355,1.05266,1.05270,3142650001.5259
11.05.2022 17:15:00.000,1.05268,1.05335,1.05234,1.05244,2151239997.8639
11.05.2022 17:30:00.000,1.05243,1.05271,1.05207,1.05208,1433029987.3351
11.05.2022 17:45:00.000,1.05206,1.05246,1.05151,1.05176,2553769989.0137005
11.05.2022 18:00:00.000,1.05177,1.05283,1.05177,1.05271,6181930007.934798
11.05.2022 18:15:00.000,1.05271,1.05330,1.05240,1.05300,5177929977.4171
11.05.2022 18:30:00.000,1.05301,1.05357,1.05272,1.05340,5157430038.452101
11.05.2022 18:45:00.000,1.05340,1.05357,1.05268,1.05317,5480480072.021601
11.05.2022 19:00:00.000,1.05314,1.05320,1.05187,1.05223,7837290039.062401
11.05.2022 19:15:00.000,1.05223,1.05270,1.05192,1.05264,5971149948.1201
11.05.2022 19:30:00.000,1.05264,1.05269,1.05188,1.05192,4604150024.414101
11.05.2022 19:45:00.000,1.05192,1.05201,1.05141,1.05161,4198470016.4793997
11.05.2022 20:00:00.000,1.05160,1.05162,1.05134,1.05136,1386149991.9891002
11.05.2022 20:15:00.000,1.05138,1.05139,1.05101,1.05116,1405130002.9755
11.05.2022 20:30:00.000,1.05116,1.05122,1.05107,1.05122,989319999.6949
11.05.2022 20:45:00.000,1.05121,1.05180,1.05120,1.05144,974269597.0534999
11.05.2022 21:00:00.000,1.05147,1.05227,1.05131,1.05159,255029999.2561
11.05.2022 21:15:00.000,1.05157,1.05206,1.05132,1.05153,433489398.24099994
11.05.2022 21:30:00.000,1.05154,1.05181,1.05151,1.05179,403760000.2288
11.05.2022 21:45:00.000,1.05180,1.05181,1.05162,1.05180,239889997.72069997
11.05.2022 22:00:00.000,1.05179,1.05180,1.05130,1.05130,1359042819.0233
11.05.2022 22:15:00.000,1.05133,1.05142,1.05124,1.05130,1246679981.2317998
11.05.2022 22:30:00.000,1.05131,1.05181,1.05131,1.05158,3145770019.5313005
11.05.2022 22:45:00.000,1.05158,1.05182,1.05132,1.05174,3561529968.2617993
11.05.2022 23:00:00.000,1.05177,1.05186,1.05152,1.05155,955640002.2506001
11.05.2022 23:15:00.000,1.05155,1.05163,1.05128,1.05129,857839988.7083999
11.05.2022 23:30:00.000,1.05129,1.05162,1.05129,1.05142,986429985.2846
11.05.2022 23:45:00.000,1.05144,1.05156,1.05110,1.05122,964300008.7738
12.05.2022 00:00:00.000,1.05121,1.05145,1.05093,1.05136,3638639968.8721
12.05.2022 00:15:00.000,1.05134,1.05187,1.05079,1.05175,6928239929.1991
12.05.2022 00:30:00.000,1.05176,1.05291,1.05158,1.05276,7228569946.289201
12.05.2022 00:45:00.000,1.05277,1.05277,1.05224,1.05245,8452709960.9376
12.05.2022 01:00:00.000,1.05246,1.05255,1.05195,1.05199,5691269973.755099
12.05.2022 01:15:00.000,1.05198,1.05259,1.05198,1.05240,5700360084.533601
12.05.2022 01:30:00.000,1.05240,1.05288,1.05217,1.05262,5545899963.378999
12.05.2022 01:45:00.000,1.05261,1.05291,1.05223,1.05236,5318279983.520599
12.05.2022 02:00:00.000,1.05235,1.05266,1.05217,1.05236,3242289978.0271997
12.05.2022 02:15:00.000,1.05236,1.05296,1.05235,1.05275,2606060043.335
12.05.2022 02:30:00.000,1.05276,1.05280,1.05170,1.05174,4296409980.774
12.05.2022 02:45:00.000,1.05173,1.05189,1.05128,1.05160,4191050003.0518007
12.05.2022 03:00:00.000,1.05160,1.05204,1.05149,1.05159,4290830032.3485994
12.05.2022 03:15:00.000,1.05157,1.05242,1.05154,1.05236,3402359970.0929003
12.05.2022 03:30:00.000,1.05236,1.05270,1.05224,1.05243,2943770019.5312004
12.05.2022 03:45:00.000,1.05243,1.05270,1.05220,1.05224,2265800025.9397
12.05.2022 04:00:00.000,1.05225,1.05259,1.05219,1.05245,1810019992.8282998
12.05.2022 04:15:00.000,1.05245,1.05246,1.05174,1.05183,1974650005.3405998
12.05.2022 04:30:00.000,1.05184,1.05198,1.05172,1.05172,1448560022.3542
12.05.2022 04:45:00.000,1.05171,1.05256,1.05171,1.05181,2212259990.6921
12.05.2022 05:00:00.000,1.05182,1.05210,1.05141,1.05151,3381779998.7792997
12.05.2022 05:15:00.000,1.05151,1.05155,1.05093,1.05117,3144989997.8637
12.05.2022 05:30:00.000,1.05119,1.05125,1.05065,1.05101,3291850013.7327995
12.05.2022 05:45:00.000,1.05100,1.05119,1.04998,1.05016,3978330032.3488007
12.05.2022 06:00:00.000,1.05017,1.05096,1.04926,1.04931,7925330017.0899
12.05.2022 06:15:00.000,1.04931,1.05091,1.04907,1.05055,5205750061.035099
12.05.2022 06:30:00.000,1.05054,1.05155,1.05046,1.05141,4845280014.0381
12.05.2022 06:45:00.000,1.05141,1.05146,1.05026,1.05040,3145560028.0761003
12.05.2022 07:00:00.000,1.05039,1.05053,1.04556,1.04630,10535110076.904402
12.05.2022 07:15:00.000,1.04624,1.04685,1.04433,1.04638,17737520080.5665
12.05.2022 07:30:00.000,1.04635,1.04717,1.04497,1.04668,9966929916.381802
12.05.2022 07:45:00.000,1.04667,1.04798,1.04554,1.04598,9633640045.1661
12.05.2022 08:00:00.000,1.04599,1.04654,1.04463,1.04579,6658200057.983399
12.05.2022 08:15:00.000,1.04581,1.04627,1.04522,1.04539,6532920074.462799
12.05.2022 08:30:00.000,1.04538,1.04556,1.04461,1.04549,5506430007.934501
12.05.2022 08:45:00.000,1.04549,1.04592,1.04406,1.04407,3260289978.0274005
12.05.2022 09:00:00.000,1.04408,1.04464,1.04230,1.04384,6301030044.5557
12.05.2022 09:15:00.000,1.04385,1.04433,1.04313,1.04341,5050200027.4658
12.05.2022 09:30:00.000,1.04342,1.04342,1.04222,1.04300,4496889953.6133995
12.05.2022 09:45:00.000,1.04301,1.04336,1.04245,1.04274,3594329978.943
12.05.2022 10:00:00.000,1.04275,1.04377,1.04267,1.04357,4179510009.7656
12.05.2022 10:15:00.000,1.04357,1.04415,1.04335,1.04407,3355980010.9864006
12.05.2022 10:30:00.000,1.04408,1.04412,1.04286,1.04364,4294940010.0706997
12.05.2022 10:45:00.000,1.04365,1.04401,1.04342,1.04368,2989669982.9102
12.05.2022 11:00:00.000,1.04370,1.04440,1.04328,1.04349,3363100021.3622
12.05.2022 11:15:00.000,1.04351,1.04360,1.04196,1.04226,4076859977.7221
12.05.2022 11:30:00.000,1.04225,1.04230,1.04012,1.04056,6122489929.199201
12.05.2022 11:45:00.000,1.04055,1.04096,1.03889,1.03997,6549850021.3624
12.05.2022 12:00:00.000,1.03996,1.04093,1.03952,1.04081,3966780029.2968006
12.05.2022 12:15:00.000,1.04084,1.04239,1.04046,1.04195,3509209999.0845003
12.05.2022 12:30:00.000,1.04195,1.04383,1.04188,1.04342,7341899963.378999
12.05.2022 12:45:00.000,1.04342,1.04354,1.04109,1.04155,4704239974.9757
12.05.2022 13:00:00.000,1.04155,1.04260,1.04144,1.04227,4450669967.651501
12.05.2022 13:15:00.000,1.04220,1.04255,1.04145,1.04165,3657429977.4169
12.05.2022 13:30:00.000,1.04166,1.04167,1.04010,1.04055,5170909973.144599
12.05.2022 13:45:00.000,1.04053,1.04130,1.03969,1.03992,5705350006.1035
12.05.2022 14:00:00.000,1.03992,1.04117,1.03838,1.04108,5220770019.531199
12.05.2022 14:15:00.000,1.04108,1.04160,1.04017,1.04022,4923420028.686501
12.05.2022 14:30:00.000,1.04020,1.04095,1.03972,1.04017,4759539970.397901
12.05.2022 14:45:00.000,1.04018,1.04172,1.03998,1.04123,6004900054.9316
12.05.2022 15:00:00.000,1.04124,1.04251,1.04084,1.04148,3988249984.7412
12.05.2022 15:15:00.000,1.04149,1.04191,1.04096,1.04103,4131880035.4003997
12.05.2022 15:30:00.000,1.04101,1.04113,1.03975,1.03990,3243489997.8638
12.05.2022 15:45:00.000,1.03989,1.03989,1.03718,1.03752,3543389984.1308994
12.05.2022 16:00:00.000,1.03754,1.03838,1.03668,1.03805,6509269989.0136
12.05.2022 16:15:00.000,1.03804,1.03891,1.03756,1.03888,5009109985.351699
12.05.2022 16:30:00.000,1.03887,1.03910,1.03787,1.03805,5327460037.2313
12.05.2022 16:45:00.000,1.03805,1.03809,1.03548,1.03581,5148619979.8586
12.05.2022 17:00:00.000,1.03582,1.03748,1.03542,1.03718,6915739959.716699
12.05.2022 17:15:00.000,1.03718,1.03744,1.03676,1.03684,3796429962.1583004
12.05.2022 17:30:00.000,1.03686,1.03694,1.03616,1.03636,3236339988.7085004
12.05.2022 17:45:00.000,1.03635,1.03700,1.03606,1.03688,2104369995.1173003
12.05.2022 18:00:00.000,1.03685,1.03751,1.03657,1.03700,2718380012.5122
12.05.2022 18:15:00.000,1.03698,1.03751,1.03657,1.03721,3177449989.3187
12.05.2022 18:30:00.000,1.03720,1.03730,1.03654,1.03660,2117079994.2015002
12.05.2022 18:45:00.000,1.03660,1.03720,1.03659,1.03705,3917619964.599799
12.05.2022 19:00:00.000,1.03705,1.03766,1.03678,1.03714,2445819984.4358
12.05.2022 19:15:00.000,1.03717,1.03770,1.03701,1.03716,2296789993.2862
12.05.2022 19:30:00.000,1.03714,1.03773,1.03710,1.03724,2471649986.2671995
12.05.2022 19:45:00.000,1.03725,1.03772,1.03714,1.03734,2998489997.8641
12.05.2022 20:00:00.000,1.03732,1.03759,1.03727,1.03748,675079988.7178
12.05.2022 20:15:00.000,1.03748,1.03798,1.03748,1.03796,315720001.81689996
12.05.2022 20:30:00.000,1.03795,1.03799,1.03765,1.03790,233640000.70089996
12.05.2022 20:45:00.000,1.03791,1.03835,1.03790,1.03824,485199997.90200007
12.05.2022 21:00:00.000,1.03827,1.03842,1.03803,1.03809,79689999.2823
12.05.2022 21:15:00.000,1.03803,1.03835,1.03785,1.03830,246450003.6835
12.05.2022 21:30:00.000,1.03830,1.03839,1.03819,1.03829,1007490013.3608998
12.05.2022 21:45:00.000,1.03828,1.03836,1.03809,1.03815,167519999.8618
12.05.2022 22:00:00.000,1.03815,1.03843,1.03812,1.03823,650820001.6021999
12.05.2022 22:15:00.000,1.03822,1.03828,1.03801,1.03828,328119999.1703
12.05.2022 22:30:00.000,1.03827,1.03829,1.03792,1.03797,374380003.92910004
12.05.2022 22:45:00.000,1.03798,1.03800,1.03780,1.03786,149250000.23839998
12.05.2022 23:00:00.000,1.03787,1.03820,1.03787,1.03813,338740000.0096
12.05.2022 23:15:00.000,1.03813,1.03814,1.03778,1.03780,222930001.2589
12.05.2022 23:30:00.000,1.03782,1.03814,1.03781,1.03794,368859997.7492
12.05.2022 23:45:00.000,1.03794,1.03845,1.03784,1.03789,540310011.8634
13.05.2022 00:00:00.000,1.03789,1.03800,1.03735,1.03795,1061309993.7437998
13.05.2022 00:15:00.000,1.03795,1.03809,1.03778,1.03800,704909996.0325999
13.05.2022 00:30:00.000,1.03802,1.03808,1.03791,1.03796,1329430015.5637999
13.05.2022 00:45:00.000,1.03795,1.03842,1.03773,1.03810,1765420001.9835997
13.05.2022 01:00:00.000,1.03809,1.03860,1.03775,1.03850,1169629993.4385998
13.05.2022 01:15:00.000,1.03850,1.03897,1.03799,1.03815,1710669994.3541002
13.05.2022 01:30:00.000,1.03816,1.03833,1.03748,1.03771,1559389999.3897998
13.05.2022 01:45:00.000,1.03771,1.03813,1.03746,1.03782,807370000.8392998
13.05.2022 02:00:00.000,1.03782,1.03835,1.03774,1.03828,1549159999.8474002
13.05.2022 02:15:00.000,1.03830,1.03882,1.03815,1.03868,1701860008.2397
13.05.2022 02:30:00.000,1.03869,1.03896,1.03853,1.03892,828879989.6240999
13.05.2022 02:45:00.000,1.03892,1.03920,1.03879,1.03900,1130659999.8472
13.05.2022 03:00:00.000,1.03900,1.03920,1.03881,1.03917,916449995.0409002
13.05.2022 03:15:00.000,1.03917,1.03982,1.03917,1.03960,755999988.5558
13.05.2022 03:30:00.000,1.03961,1.03981,1.03934,1.03965,866489982.6048
13.05.2022 03:45:00.000,1.03962,1.03962,1.03912,1.03916,995429998.3976998
13.05.2022 04:00:00.000,1.03915,1.03949,1.03895,1.03934,1031419999.1225998
13.05.2022 04:15:00.000,1.03931,1.03943,1.03893,1.03941,737049997.3297
13.05.2022 04:30:00.000,1.03940,1.03945,1.03908,1.03929,465900003.4333001
13.05.2022 04:45:00.000,1.03927,1.03976,1.03913,1.03973,857450002.6701999
13.05.2022 05:00:00.000,1.03973,1.03988,1.03952,1.03969,571039997.1007
13.05.2022 05:15:00.000,1.03969,1.03984,1.03949,1.03974,607420001.9835999
13.05.2022 05:30:00.000,1.03972,1.03992,1.03949,1.03976,590500000.0002
13.05.2022 05:45:00.000,1.03977,1.04019,1.03953,1.03958,682450001.2399
13.05.2022 06:00:00.000,1.03961,1.04018,1.03915,1.03929,1313570005.4170003
13.05.2022 06:15:00.000,1.03928,1.03928,1.03854,1.03879,1729560009.0027
13.05.2022 06:30:00.000,1.03878,1.03985,1.03871,1.03920,1938789993.2861001
13.05.2022 06:45:00.000,1.03918,1.04061,1.03901,1.03928,2142479972.8393
13.05.2022 07:00:00.000,1.03927,1.04052,1.03839,1.04016,3719250007.6292996
13.05.2022 07:15:00.000,1.04017,1.04134,1.03921,1.04110,3139910003.6618004
13.05.2022 07:30:00.000,1.04109,1.04129,1.03985,1.04050,3198289993.2859993
13.05.2022 07:45:00.000,1.04051,1.04199,1.04049,1.04159,5329999999.999901
13.05.2022 08:00:00.000,1.04159,1.04197,1.04086,1.04107,3024710029.6019998
13.05.2022 08:15:00.000,1.04104,1.04139,1.04053,1.04092,4338899978.6377
13.05.2022 08:30:00.000,1.04092,1.04093,1.04020,1.04031,3691660011.291701
