date_gmt,open_bid,high_bid,low_bid,close_bid,open_ask,high_ask,low_ask,close_ask,volume
2022-01-02 23:00:00,18.28604,18.31624,18.28544,18.30414,18.29656,18.32076,18.29386,18.30886,1389
2022-01-02 23:15:00,18.30454,18.30674,18.28918,18.29238,18.30886,18.31136,18.29376,18.29672,610
2022-01-02 23:30:00,18.29238,18.29339,18.28348,18.28354,18.29656,18.29746,18.28782,18.28782,506
2022-01-02 23:45:00,18.28348,18.28388,18.27898,18.28354,18.28782,18.28872,18.28342,18.28772,402
2022-01-03 00:00:00,18.28294,18.28328,18.27344,18.27368,18.28752,18.28796,18.27782,18.27831,695
2022-01-03 00:15:00,18.27368,18.28968,18.26888,18.28878,18.27821,18.29346,18.27316,18.29252,1043
2022-01-03 00:30:00,18.28878,18.30858,18.28318,18.29358,18.29272,18.31312,18.28682,18.29772,1455
2022-01-03 00:45:00,18.29358,18.30434,18.29208,18.30158,18.29762,18.30842,18.29572,18.30532,1324
2022-01-03 01:00:00,18.30128,18.31044,18.29498,18.30759,18.30472,18.31452,18.29882,18.31172,1232
2022-01-03 01:15:00,18.30779,18.31458,18.30679,18.31034,18.31172,18.31846,18.31082,18.31422,782
2022-01-03 01:30:00,18.31014,18.31014,18.27768,18.28094,18.31392,18.31392,18.28092,18.28472,2305
2022-01-03 01:45:00,18.28064,18.28908,18.27494,18.28728,18.28442,18.29302,18.27902,18.29122,1345
2022-01-03 02:00:00,18.28728,18.28798,18.26498,18.26888,18.29121,18.29172,18.26876,18.27262,1159
2022-01-03 02:15:00,18.26888,18.27588,18.26538,18.27558,18.27252,18.27962,18.26942,18.27962,804
2022-01-03 02:30:00,18.27578,18.27578,18.25588,18.26648,18.27916,18.27946,18.25942,18.27022,1173
2022-01-03 02:45:00,18.26638,18.26828,18.25918,18.26088,18.27022,18.27226,18.26246,18.26446,666
2022-01-03 03:00:00,18.26088,18.26768,18.25598,18.26458,18.26472,18.27146,18.25992,18.26856,713
2022-01-03 03:15:00,18.26438,18.26438,18.24438,18.25208,18.26826,18.26826,18.24826,18.25592,1079
2022-01-03 03:30:00,18.25238,18.25238,18.24068,18.24788,18.25622,18.25622,18.24492,18.25186,894
2022-01-03 03:45:00,18.24788,18.25618,18.24398,18.25618,18.25172,18.25962,18.24782,18.25962,758
2022-01-03 04:00:00,18.25618,18.25654,18.24868,18.25348,18.25952,18.26072,18.25232,18.25732,464
2022-01-03 04:15:00,18.25314,18.25778,18.25258,18.25688,18.25712,18.26142,18.25632,18.26042,363
2022-01-03 04:30:00,18.25728,18.25854,18.25344,18.25488,18.26022,18.26162,18.25702,18.25876,398
2022-01-03 04:45:00,18.25468,18.25498,18.24448,18.25028,18.25882,18.25892,18.24862,18.25432,583
2022-01-03 05:00:00,18.25038,18.25268,18.24628,18.24678,18.25442,18.25652,18.25036,18.25096,509
2022-01-03 05:15:00,18.24648,18.24698,18.23594,18.24138,18.25036,18.25042,18.23986,18.24542,673
2022-01-03 05:30:00,18.24138,18.25238,18.24058,18.25218,18.24496,18.25662,18.24376,18.25632,952
2022-01-03 05:45:00,18.25218,18.25648,18.24908,18.25338,18.25612,18.26032,18.25326,18.25722,497
2022-01-03 06:00:00,18.25328,18.25618,18.24658,18.24938,18.25722,18.26042,18.25056,18.25202,793
2022-01-03 06:15:00,18.24878,18.24918,18.23578,18.23828,18.25172,18.25212,18.23942,18.24202,623
