0,1,2
2.9581836815430127,2.9581836815430127,2.9582020777003186
2.9581284924109035,2.958091815322283,2.9580918153222835
2.9576143979131317,2.9575867936629954,2.9575867936629954
2.957458202953464,2.957458202953464,2.9574766090854236
2.9573937834900184,2.9573754891020956,2.957375489102095
2.9571456875158035,2.9571456875158035,2.957163986778996
2.957108870851174,2.957108870851174,2.9571456875158035
2.957072055541962,2.957072055541962,2.9570904630271473
2.9569434315693233,2.9569342293068814,2.9569342293068814
2.9568331215781223,2.9568239183003966,2.9568239183003966
2.956796418534718,2.956796418534718,2.956824029889561
2.956291112011422,2.956291112011422,2.9563095101974493
2.9562911118421833,2.956281913045342,2.956281913045342
2.9561625553777953,2.9561625553777953,2.9561809555909755
2.955712512731123,2.955712512731123,2.9557309046652094
2.955583996908137,2.9555656083520354,2.9555656083520354
2.95553813560355,2.95553813560355,2.9555565253412013
2.9552995373569098,2.9552903449774797,2.9552903449774797
2.954877431660323,2.954877431660323,2.954886628006921
2.954868344200582,2.9548499526047527,2.954849952604753
2.954510206821956,2.954510206821956,2.954519296526885
2.9542071164298758,2.954179529162974,2.954179529162974
2.9539867679532885,2.9539867679532885,2.9540051639413867
2.9539039895258106,2.9538857055552743,2.9538857055552743
2.9535183523257156,2.953509152007516,2.953509152007516
2.953307094934412,2.953307094934412,2.953325499713345
2.952856940472972,2.9528477425212243,2.9528477425212243
2.9528201498504063,2.952810951560237,2.952810951560237
2.9527650708763966,2.9527650708763966,2.9527742697578563
2.952406927671247,2.952397732337397,2.952397732337397
2.952269233046016,2.9522416434987737,2.9522416434987737
2.95203047729404,2.95203047729404,2.9520396761754997
2.9519753952861696,2.9519753952861696,2.952002881157366
2.9517916645241415,2.9517916645241415,2.951800861209043
2.9516723335815747,2.9516539433366358,2.9516539433366358
2.951543832600811,2.951525439992187,2.951525439992187
2.951360147414926,2.9513417514268276,2.9513417514268276
2.951222409792142,2.9512040112696303,2.9512040112696303
2.9509927895104666,2.950974386761709,2.950974386761709
2.9509283813714027,2.9509283813714027,2.9509375834654925
2.950753776559593,2.950744576326039,2.9507537767288854
2.950753776559593,2.950744576326039,2.950744576326039
2.9505884073659177,2.95057920561053,2.9505792056105298
2.950413813970041,2.9503954073298893,2.9503954073298893
2.950037093164063,2.950037093164063,2.950055507081302
2.949779662651208,2.949779662651208,2.9498164813451146
2.94976136287972,2.9497521590947824,2.9497613633880158
2.949770567088235,2.9497521590947824,2.9497521590947824
