date_gmt,open_bid,high_bid,low_bid,close_bid,open_ask,high_ask,low_ask,close_ask,volume
2022-01-02 22:00:00,1.1369,1.13741,1.13649,1.13729,1.13776,1.13788,1.1369,1.13755,577
2022-01-02 23:00:00,1.13721,1.13782,1.13692,1.13727,1.13756,1.13802,1.13696,1.13731,1811
2022-01-03 00:00:00,1.13726,1.13755,1.13608,1.13618,1.13732,1.13759,1.13612,1.13622,1082
2022-01-03 01:00:00,1.13619,1.13651,1.13498,1.13584,1.13623,1.13655,1.13502,1.13588,1458
2022-01-03 02:00:00,1.13584,1.13585,1.13423,1.13425,1.13587,1.13588,1.13426,1.13429,1205
2022-01-03 03:00:00,1.13428,1.135,1.13412,1.13481,1.1343,1.13503,1.13415,1.13484,823
2022-01-03 04:00:00,1.13482,1.13489,1.13385,1.13403,1.13485,1.13493,1.13388,1.13407,631
2022-01-03 05:00:00,1.13404,1.13411,1.13359,1.13378,1.13408,1.13415,1.13363,1.1338,613
2022-01-03 06:00:00,1.13378,1.13462,1.13377,1.13429,1.13382,1.13465,1.13381,1.13433,781
2022-01-03 07:00:00,1.1343,1.135,1.13349,1.1348,1.13433,1.13504,1.13352,1.13483,2032
2022-01-03 08:00:00,1.13479,1.13479,1.13352,1.13465,1.13483,1.13483,1.13356,1.13469,3372
2022-01-03 09:00:00,1.13465,1.13563,1.13356,1.13516,1.13466,1.13566,1.13359,1.13519,3154
2022-01-03 10:00:00,1.13516,1.13596,1.13506,1.13551,1.13518,1.136,1.13508,1.13555,3161
2022-01-03 11:00:00,1.13552,1.13661,1.13514,1.13554,1.13556,1.13665,1.13519,1.13559,3634
2022-01-03 12:00:00,1.13554,1.13594,1.13465,1.13586,1.13558,1.13597,1.13467,1.13588,3829
2022-01-03 13:00:00,1.13588,1.13641,1.13458,1.13506,1.13591,1.13644,1.13461,1.1351,5826
2022-01-03 14:00:00,1.13507,1.13517,1.12997,1.13061,1.1351,1.13521,1.13004,1.13065,6721
2022-01-03 15:00:00,1.13064,1.13093,1.12902,1.12915,1.13067,1.13097,1.12905,1.1292,7724
2022-01-03 16:00:00,1.12916,1.12988,1.12828,1.12888,1.1292,1.1299,1.12832,1.12891,5741
2022-01-03 17:00:00,1.12888,1.12899,1.12797,1.12837,1.1289,1.12902,1.128,1.12841,2782
2022-01-03 18:00:00,1.12837,1.12969,1.12833,1.12948,1.12842,1.12972,1.12835,1.1295,1787
2022-01-03 19:00:00,1.12948,1.12995,1.12936,1.12971,1.12949,1.12999,1.12939,1.12977,2035
2022-01-03 20:00:00,1.1297,1.13003,1.12937,1.12963,1.12976,1.13007,1.1294,1.12966,2348
2022-01-03 21:00:00,1.12963,1.12992,1.12943,1.12965,1.12968,1.12996,1.12949,1.1299,697
2022-01-03 22:00:00,1.12965,1.12982,1.12929,1.12945,1.12989,1.1301,1.1295,1.12964,2587
2022-01-03 23:00:00,1.12948,1.13022,1.12946,1.13017,1.12964,1.13026,1.12957,1.13023,1192
2022-01-04 00:00:00,1.13016,1.13068,1.13012,1.13056,1.13023,1.13071,1.13017,1.1306,1257
2022-01-04 01:00:00,1.13056,1.13087,1.13013,1.13066,1.13059,1.1309,1.13016,1.13069,1357
2022-01-04 02:00:00,1.13065,1.13094,1.12997,1.13021,1.13068,1.13096,1.13,1.13024,1079
2022-01-04 03:00:00,1.13021,1.13042,1.12953,1.12975,1.13023,1.13045,1.12957,1.1298,1983
2022-01-04 04:00:00,1.12975,1.13055,1.12962,1.13005,1.12979,1.1306,1.12966,1.13009,1723
2022-01-04 05:00:00,1.13005,1.13057,1.13003,1.13046,1.1301,1.13061,1.13009,1.13051,1490
2022-01-04 06:00:00,1.13046,1.13071,1.12919,1.12931,1.13052,1.13074,1.12922,1.12935,2240
2022-01-04 07:00:00,1.12929,1.12942,1.12831,1.12914,1.12934,1.12947,1.12836,1.12918,4051
2022-01-04 08:00:00,1.12914,1.13002,1.12872,1.12895,1.12919,1.13006,1.12875,1.12898,4562
2022-01-04 09:00:00,1.12894,1.13083,1.12831,1.13019,1.12897,1.13085,1.12833,1.13022,3607
2022-01-04 10:00:00,1.13019,1.13055,1.12944,1.12945,1.13023,1.13058,1.12946,1.12948,2906
2022-01-04 11:00:00,1.12947,1.12963,1.12759,1.1276,1.1295,1.12966,1.12761,1.12763,3579
2022-01-04 12:00:00,1.12763,1.12833,1.12721,1.1273,1.12765,1.12836,1.12724,1.12732,3658
2022-01-04 13:00:00,1.12728,1.12898,1.12728,1.12797,1.12732,1.12901,1.12732,1.12802,3634
2022-01-04 14:00:00,1.128,1.12881,1.12775,1.12846,1.12802,1.12884,1.12776,1.12852,4278
2022-01-04 15:00:00,1.12849,1.13224,1.12834,1.13091,1.12856,1.13226,1.12838,1.13093,6918
2022-01-04 16:00:00,1.13092,1.13154,1.12854,1.12945,1.13093,1.13157,1.12858,1.12948,5602
2022-01-04 17:00:00,1.12943,1.12959,1.12883,1.12936,1.12947,1.12963,1.12886,1.12939,1918
2022-01-04 18:00:00,1.12939,1.12941,1.12794,1.128,1.12942,1.12944,1.12796,1.12804,1761
2022-01-04 19:00:00,1.128,1.1293,1.12779,1.12876,1.12803,1.12931,1.12782,1.1288,1979
2022-01-04 20:00:00,1.12875,1.12894,1.12808,1.12844,1.12879,1.12897,1.12811,1.12849,1825
2022-01-04 21:00:00,1.12845,1.12877,1.12811,1.12861,1.12849,1.12886,1.12816,1.12879,1151
2022-01-04 22:00:00,1.12856,1.12867,1.12823,1.12839,1.12879,1.12899,1.12849,1.12877,1014
2022-01-04 23:00:00,1.12835,1.1287,1.12817,1.12827,1.12876,1.12889,1.12821,1.12832,724
2022-01-05 00:00:00,1.12826,1.12855,1.12769,1.12771,1.1283,1.1286,1.12773,1.12775,1018
