0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1.2920483605344606,1.2927659768578454,1.2934830785773088,1.2941236264698572,1.2933927194648267,1.292661277843968,1.2919293008246275,1.291196787622433,1.290482245402105,1.2897671922460854,1.289051627423159,1.2883355502005398,1.2876189598438659,1.286901855617197,1.2861842367830065
1.291854777596618,1.2925723912579572,1.2932894903191912,1.2940060755178298,1.2935439707159633,1.2928018884999815,1.2920592551890013,1.2913160699638915,1.290601536946157,1.2898864930058964,1.289170937411923,1.2884548694314784,1.2877382883302295,1.287021193372264,1.286303583820085
1.2920873327799216,1.2928049467446898,1.2935220461089183,1.294030574648849,1.293281987030527,1.292532838608946,1.2917831285432266,1.2910328559905961,1.2903183172408108,1.289603267560299,1.2888877062178565,1.288171632480707,1.2874550456145004,1.286737944883306,1.2860203295496093
1.2915479199400597,1.2922655405984393,1.2929826466466825,1.2936992388223203,1.2939319132804665,1.2932104450987105,1.2924884560247871,1.2917659453059969,1.291051403840358,1.2903363514401072,1.2896207873740313,1.2889047109093472,1.2881881213116955,1.2874710178451372,1.286753399772149
1.2912237241802538,1.2919413391363326,1.2926584394904501,1.2933750259801198,1.2940910993412718,1.2935663693749797,1.2928507163671419,1.2921345508332638,1.2914200167538765,1.2907049717504442,1.2899894150917763,1.2892733460451125,1.2885567638761157,1.2878396678488706,1.2871220572258768
1.291165369031822,1.2918829875606517,1.2926000914823979,1.293316681534585,1.2940327584531541,1.2936341643299711,1.2929204166532235,1.29220615917684,1.2914916161288206,1.2907765621439258,1.2900609964909375,1.289344918437067,1.2886283272479508,1.2879112221876443,1.2871936025186197
1.2915529319966024,1.2922705563050259,1.2929876659980797,1.293704261813306,1.2939367220036415,1.2932181177272286,1.2924989966873388,1.2917793581402064,1.2910648124524784,1.2903497558240984,1.28963418752384,1.2889181068189073,1.2882015129749276,1.2874844052559493,1.2867667829244356
1.2919559005276293,1.2926735109935155,1.2933906068638783,1.294107188876217,1.2935385395070083,1.2928215987991527,1.2921041437185217,1.2913861735265069,1.2906716348513603,1.2899565852455943,1.289241023978004,1.2885249503158145,1.2878083635246755,1.2870912628686564,1.2863736476102423
1.2916559041248676,1.292373526608786,1.2930906344799504,1.2938072284758977,1.293851283634977,1.2931375605230078,1.2924233276465054,1.2917085842767686,1.2909940498986787,1.2902790045961166,1.2895634476378912,1.2888473782912402,1.2881307958218264,1.2874136994937333,1.2866960885694592
1.2913030674241515,1.2920206787309103,1.2927377754409402,1.293454358291743,1.294170428019237,1.2934808547875674,1.292764649054537,1.2920479300031913,1.2913333967534903,1.2906183525809318,1.2899027967543273,1.2891867285409184,1.2884701472063722,1.2877530520147742,1.287035442228627
1.2923446060598158,1.293062222915557,1.2937793251666139,1.2938273839112184,1.2930997414967613,1.2923715692332565,1.2916428663484993,1.2909136320685952,1.2901990907534293,1.289484038503867,1.2887684745886956,1.2880523982751317,1.2873358088288172,1.286618705513813,1.2859010875925965
1.2924793293699868,1.2931969520863154,1.2939140601895567,1.2937117988204592,1.2929908708969846,1.292269422861453,1.291547453962856,1.2908249634485554,1.2901104200957747,1.2893953658056831,1.288679799847061,1.2879637214871187,1.2872471299914916,1.2865300246242346,1.2858124046478192
1.2926731399121594,1.293390749992332,1.2941078454775345,1.293508537716348,1.2927848290810295,1.2920605963121796,1.291335838650058,1.2906105553332725,1.2898960104703354,1.2891809546679265,1.2884653871948217,1.2877493073182276,1.287032714303774,1.2863156074155115,1.2855979859159068
1.291533197169227,1.292250807105818,1.2929679024476448,1.293684483932204,1.2939609513613388,1.2932454691336643,1.292529474624622,1.2918129671001046,1.291098421261793,1.2903833644826141,1.2896677960313414,1.2889517151751775,1.2882351211797498,1.287518013309106,1.286800390825709
1.29219265861986,1.2929102724320698,1.2936273716439586,1.293984789065766,1.2932604370987923,1.2925355600656911,1.291810157204693,1.2910842277523706,1.2903696909640414,1.2896546432477916,1.288939083872423,1.2882230121051657,1.2875064272116759,1.286789328456028,1.2860717151007144
1.2938511201350955,1.2937704686844576,1.2930571160820716,1.2923432542444644,1.291628882444069,1.2909139999517587,1.2901986060368418,1.2894826999670579,1.2887681606916424,1.2880531104847486,1.2873375486151704,1.2866214743501303,1.2859048869552763,1.2851877856946758,1.284470169830813
1.293396918438332,1.2926823244767933,1.2919672195055383,1.2912516027931928,1.2905354736068118,1.2898188312118732,1.2891016748722763,1.288384003850334,1.2876694576211105,1.2869544004504598,1.2862388316071551,1.2855227503583975,1.2848061559698134,1.2840890477054492,1.2833714248277663
1.2935269093191837,1.2933216640190288,1.2926066544492796,1.2918911332750214,1.2911750997636022,1.2904585531807955,1.2897414927907946,1.2890239178562095,1.288309375331949,1.287594321871562,1.2868787567438327,1.286162679215974,1.2854460885536232,1.284728984020838,1.2840113648800926
1.2930350375069863,1.293752649640644,1.2930943811134858,1.292376631953208,1.2916583672590267,1.2909395862898305,1.2902202883029077,1.2895004725539434,1.2887859380341273,1.2880708925896363,1.2873553354892786,1.2866392660002914,1.285922683388338,1.2852055869175,1.2844879758502767
